left_id	left_texts	right_id	right_texts	label
497121	в график его лот план после публикация срок утверждение	497138	в внесение график закупка изменение план	0
482476	госпошлина за регистрация	482702	бух в выставка участие учет	0
497138	44 d внесение график изменение план фз	512461	2023 в вместо год платежный поручение уведомление	0
472598	за криптовалюта подотчетный покупка средство	497427	книжка отсутствие оформление при специальность трудовой	0
497121	2021 год график когда на план формировать	499884	амортизация ниокрый	0
498597	бухгалтерский и на расход спорт учет фитнес	497969	15 на расход усна	0
504540	алименты индексировать как минимум по прожиточный	497108	без график закупка ли можно план проводить	0
464139	административный в если компенсация находиться отпуск при расчет сотрудник увольнение	497478	заверять как книжка прошивать трудовой	0
501389	малый образец политика предприятие усна учетный	502336	земельный ндфл несколько продажа участок физлицо	0
496736	2023 декларация по усна	487374	мобилизовать сзв тд	0
499887	ниокрый регистрация	497141	в график грозить заказчик ошибка план что	0
497110	в график закупка как наименование объект план указывать	494803	15 ипать когда ндфл по считать	0
501843	аренда договор заключение недвижимость	477230	54 закон регулировать фз что	0
501334	если о отчет продавать прослеживать товар товар физлицо	497771	в декларация заполнять ндс нулевой по что	0
497969	доход расход список усна	496964	в ипать на платежка статус усна	0
497101	график план по порядок	497508	2022 год заработок мобилизация расчет средний	0
485614	2 декларация за заполнение квартал на налог по прибыль	497766	без допы лист ндс по уточненка	0
474597	естественный норма при транспортировка убыль	465717	гоз игк	0
497142	2019 2021 график закупка и как на план план составлять	482476	госпошлина за земля регистрация	0
498227	06 основной переоценка средство фсба	482698	выставка на смета	0
466773	заявление мониторинг на налоговый	497108	в включать график закупка контракт на не план	0
432787	2022 доход крым минус расход ставка усна	496372	банкротство в доверенность	0
497143	в вносить график изменение можно план раз сколько	494342	выставка как на отражать посещение расход	0
497114	график кто план подписывать	493393	в включаться единственный какой контракт контракт контракт не поставщик реестр реестр с	0
495031	другой за зачет налог пеня переплата по счет	480362	аренда операционный что это	0
479778	кассовый книга по точка	482873	на оформление правило счет услуга фактура	0
500816	знак честный	482476	арбитражный в госпошлина калькулятор суд	0
496976	в декларация какой ос пересдавать по после продажа срок течение усна	497143	2019 в внесение год график извещение изменение план после размещение	0
479106	договор как отрабатывать оформлять с условие ученический	472613	3 криптовалюта ндфл операция с	0
497771	бумага декларация ли можно на ндс нулевой отправлять по	465717	в договор игк номер поставщик с	0
497425	вкладыш во запись книжка нумерация трудовой	482698	в выставка договор на участие	0
504540	краснодар минимум прожиточный	479778	год за кассовый книга прошивание	0
481840	в включать график декретница ли нужно отпуск	466773	05 11 2021 23 476 7 n в документ ед зарегистрировать и и использовать к минюст мониторинг налоговый об они от при приказ проведение россия россия требование утверждение фнс форма формат	0
504622	ндс проводка украина услуга	504622	аванс ндс проводка с	1
464864	на отчет по сотрудник удаленке	497866	алименты за компенсация ли можно молоко удерживать	0
496721	1 1 264 и налог нк п пп рф сборы ст	501009	год для за и импортер какой какой отчет предоставлять сбор экологический	0
479144	4 как сдавать срок фсс	511400	4 выдача лист путевой с срок форма	0
497425	вкладыш книжка образец оформление трудовой	497138	44 вносить график закупка изменение план фз	0
467645	как неустойка посчитать	498599	на на налог по прибыль расход фитнес чета	0
497221	2021 в взнос год за ипать себя срок	497123	2020 в график план утверждать	0
496372	банкротство в дебитор дело доверенность на от представление	498719	мобилизационный работа	0
497143	в в график день еис изменение находиться план после сколько	497102	бюджет в график как план формировать электронный	0
498821	год за налог по срок уплата усна	497121	график план после размещение срок утверждение	0
497143	график закупать когда можно план после публикация	496725	больничный в день календарный период расчетный такой учитывать число что электронный	0
487406	белорус взнос иностранец страховой	476834	восстановление вычет к ндс оформление принимать ранее	0
497766	в декларация корректировочный ндс	479780	вести ипать кассовый книга ли нужно	0
497992	аванс доход правило при расход расчет усна	503982	2022 в доход минус расход спб ставка усна	0
497221	1 взнос за ипать по процент себя срок ставка уплата	501391	2022 агентский год договор доход минус на политика расход усна учетный	0
497425	вкладыш и книжка оформление трудовой	511400	какой лист на путевой срок	0
483732	3 4 за кв2022 фсс	497143	в внесение график ждать изменение план после сколько	0
464097	проводка сбор торговый	501009	2022 для за норма сбор утилизация экологический	0
497858	аванса3 алименты с	497104	график заполнение коронавирус план	0
511400	выдавать который лист можно на путевой срок	503166	взнос ли нужно платить самозанимать	0
497102	2021 бюджет в в год график закупка как план составлять электронный	499910	ефс отчет по форма	0
463717	больничный быть если за как отпуск по посчитать ребенок уход	494367	аккредитация ита как компания отзывать	0
465392	вычет лечение на на получать работа ребенок	497104	график и план поэтапный финансирование	0
498599	компенсация налогообложение оплата сотрудник фитнес центр	498599	компенсация налогообложение сотрудник спорт	1
496996	арбитражный в доверенность и интерес иск на подача представление суд	475599	2022 в год о охрана приказ служба создание труд	0
497136	в график допуск допуск и как на ограничение оргтехника план покупка прописывать условие	482698	выставка о отчет проведение	0
497858	аванс алименты выплата заработный плата по при удерживаться	496976	декларация доход оплата срок усна	0
501390	2022 для застройщик политика усна учетный	497104	2020 c год график документ какой план утверждать	0
500815	маркировать список товар	489396	в изменение недвижимость переоценка политика учетный часть	0
493406	в или исполнение контракт контракт расторжение реестр	499910	евс	0
497425	вкладыш движение и книга книжка трудовой	497121	близкий год график когда на необходимо план сформировывать	0
476746	10 ндс облагать ставка товар	498599	в на налоговый расход сотрудник учет фитнес	0
497969	доход минус перечень при расход расход усна	494342	в выставка для за какой коронавирус на средство счет тест участие	0
501167	для ккт ли маркетплейс на нужный торговля	462637	ндс претензия с	0
482702	бухгалтерский выставка на посещение расход сотрудник учет	497997	ответственность сро страхование усна	0
497112	график закупка кто план утверждаться	497766	корректировка ндс период право сторно	0
467032	земельный на подготовка предпродажный расход усна участок	497425	вкладыш к книжка оформление порядок трудовой	0
497102	2021 44 бюджет в в год график как план по проект создавать фз электронный	497986	доход ипать минус на производство расход усна	0
502312	больничный листок ндфл оплата с срок	497769	восстанавливать декларация ндс ндс по	0
497102	2020 бюджет в в год график закупка как план сформировывать электронный	497770	декларация за задержка ндс сдача штраф	0
498237	2020 6 изменение капитал на об отчет переход при фсба	496976	декларация камеральный по проверка срок усна уточнять	0
483734	9 декларация единый за месяц налоговый упрощенный	500310	арендодатель обеспечительный платеж у учет	0
501762	больничный за лист оплата работодатель срок счет	501997	за патент платить сколько	0
505069	доход ли минус на налог расход расход ставить усна	473277	имущество ипать на на налог постройка усна	0
401654	больничный взнос ли лист на начислять нужно страховой	501334	1 2021 год июль отчетность прослеживаемость с товар	0
496690	командировка работа разъездной характер	497138	в внесение график извещение изменение опубликование план после	0
497425	в вкладыш во запись книжка перенос трудовой	498597	абонемент в для проводка сотрудник спортзал	0
498785	дебиторский задолженность на не признанный приказ списание	494805	15 ндфл платежок	0
458133	декларация косвенный налог по	479039	для заем ооо учредитель	0
497142	2021 а год график план размещать сейчас	497478	2022 заверять как книжка правильно трудовой	0
504622	без ндс по поступление проводка услуга	500119	естественный зерно норма при транспортировка убыль	0
471590	на письмо работать сообщение усна фирма что	497766	декларация как ндс по сдавать уточнять	0
495435	быть договор коллективный ли обязывать	476782	в как на ну расход сертификация учитывать	0
464120	административный без зарплата как отпуск оформлять правильно сохранение	497770	декларация за ндс несвоевременный по сдача штраф	0
498599	ли на налог при прибыль расчет спортзал услуга учитываться	497143	вносить выжидать график день изменение контроль ли можно не один план проходить	0
500310	в договор обеспечительный платеж поставщик	497121	2020 в год график закупка план после размещение размещение срок	0
497187	1150129 для пояснение фнс	497121	график когда план утверждать	0
471763	безопасность инструктаж ли мочь ответственный по пожарный провожать	467989	в мероприятие по предприятие присоединение реорганизация форма	0
474597	естественный норма продукция рыбный справочник убыль	497121	в график день заказчик план размещать сколько течение	0
472442	как криптовалюта купить	500310	в зачитывать обеспечительный платеж счет штраф	0
497969	пи расход усна	467989	акт в как оформлять передаточный при присоединение реорганизация форма	0
493406	в как контракт о отражать расторжение реестр соглашение	471765	инструктаж как первичный проводить противопожарный	0
494850	взнос вычет из расход усна	491512	делаться единственный извещение какой по поставщик	0
505069	доход минус оборот расход усна	497864	алименты больничный при профзаболевание	0
476746	10 ндс перечень с товар	476458	доставка и накладной такси транспортный	0
497427	в книжка организация оформление религиозный трудовой	500310	арендодатель бу в обеспечительный отражение платеж	0
467989	в заявление кто направлять о присоединение реорганизация форма	466773	мониторинг налоговый уведомление	0
464865	25 москвич на обязанность октябрь перевод с удаленка	497997	для лифт страхование усна	0
482873	1 2021 июль на с счет услуга фактура	497425	вкладыш заполнять книжка трудовой	0
497108	график до заключать контракт ли можно план утверждение	505069	доход минус налог платеж при расход реквизит усна	0
497096	в год график изменение план прошлый	493408	в информация как контракт контракт направлять об реестр увеличение цена	0
497135	график использовать как план экономия	500310	куда обеспечительный относить платеж сумма	0
464123	за какой максимальный отпуск свой срок счет	497427	книжка книжка оформление потеря при трудовой трудовой	0
467989	в декларация имущество присоединение реорганизация форма	496736	декларация ипать усна	0
497477	бумажный заполнение книжка строка трудовой	476458	арендодатель доставка за накладной при свой счет техника транспортный	0
497863	алименты как отпускной с считать	502336	земельный ндфл при продажа участок	0
503720	2022 взнос и ипать на налог размер усна	496976	2022 декларация за ипать срок усна	0
402433	заявление об подотчетный сумма удержание	502544	больничный инвалидность при расчет	0
497143	в внесение график день заключать изменение контракт один план после через	501762	2022 больничный г лист оплата с	0
497101	553 ведение график и план правило утверждение формирование	497138	в внесение график закупка изменение изменяться план предмет	0
497769	в восстановление декларация налоговый ндс ндс по	485614	декларация на налог по прибыль сбор торговый	0
498597	как компенсировать проводка сотрудник фитнес	500310	какой на обеспечительный отражать платеж счет	0
497112	график ли нужно план руководитель утверждать	497118	график доведение лимит план утверждение	0
497149	2022 в год график закупка на отдельный план показывать строка также	497772	быть декларация если ли ндс нужно освобождение от сдавать	0
501334	отчет по прослеживаемость срок товар	467645	договор неустойка от расчет цена	0
497149	2020 в год график закупка на особый план	497477	бумажный книжка обязанность трудовой	0
497863	алименты когда отпуск с удерживать	497101	график план постановление формирование	0
462637	претензия составлять	479039	заем ооо учредитель	0
504540	2022 в край минимум прожиточный ставропольский	500729	валютный курсовой на разница счет транзитный	0
497425	в вкладыш как книжка прошивать трудовой	497770	декларация корректировать ндс по штраф	0
497478	для заверять какой книжка трудовой фсс	497496	военный мобилизовать на призывать работник служба	0
498837	зачет налог переплата по проведение срок	496690	водитель или командировка работа разъездной характер	0
497769	в восстанавливать декларация как ндс от отражать продавец	497187	1150129 и образец скачать форма	0
497866	алименты вредник за компенсация ли молоко рабочий с удерживаться	512461	12 263 4 вместо п платежный поручение ст уведомление фз	0
502336	вычет земельный имущественный несколько при продажа участок	465026	2 закупка заявка миллион нмцк обеспечение при размер рубль с смп у	0
472614	3ндфл криптовалюта при продажа	497506	допсоглашение мобилизация о приостановление	0
497769	восстановление декларация ндс ндс по	482207	в изменение коап	0
482207	2 28 коап статья	464123	14 без большой взять день если отпуск содержание сотрудник	0
497138	в внесение график изменение основание план	497766	исправление ли ндс подавать при уточненка	0
497143	в внесение график извещение изменение план публикация срок	502210	документ командировка однодневный	0
498597	аренда бухгалтерский за спорт учет	464121	за заявление отпуск свой сотрудник счет	0
501389	для малый политика предприятие усна учетный	481245	вычет социальный спорт	0
499910	евс	497138	1 2019 в график изменение июль план с	0
473277	земельный имущество ипать ли на на налог налог нужно платить усна	497425	в вкладыш как книжка приобретать трудовой	0
497986	ведение для доход ипать минус расход усна	497425	вкладыш выдача заполнение книжка образец при трудовой	0
477230	05 2003 22 54 закон от федеральный фз	465563	автомобиль легковой лист месяц на путевой	0
502336	земельный исчислять как ндфл при продажа участок	496664	арендовать на помещение расход ремонт учет	0
467491	проверять регламент	497425	в вкладыш заполнение книжка правило трудовой	0
465717	для документ игк какой собираться	497766	декларация корректировка ндс	0
497138	график закупка изменение итог план по	500310	импорт обеспечительный платеж по	0
497139	44 акт в график какой нормативный план по указывать фз	511400	действие лист путевой срок	0
497863	алименты и отпуск	497766	2022 г декларация за корректировка ндс по	0
497119	44 в в график закупка информация какой план по проведение случай указываться фз централизованный	484733	в включать военкомат если запрос ли нужно он по сотрудник список увольняться	0
497143	в внесение график закупка изменение контракт план при расторжение срок	474811	2022 в год изменение кадровый какой нужно охрана по специалист труд учитывать	0
500310	какой на обеспечительный платеж счет учитывать	497425	вкладыш и книжка покупка трудовой	0
497508	заработок мобилизовать сохранение средний	502522	исполнительный лист очередность по удержание	0
500816	в знак инструкция пошаговый система честный	497142	график закупка как план составлять	0
502214	1 гостиница день командировка на	494342	в выставка как на расход реклама участие учитывать	0
497969	15 для расход усна	502210	1 день командировка ли на нужно оформлять	0
497143	график закупка план после размещение размещение срок	486122	если ипать касса нет нужный расчет с с сотрудник физлицо	0
470825	для ипать регистрация форма	497538	иностранный книжка образец трудовой	0
497313	банковский документ срок хранение	466771	мониторинг налоговый прекращение	0
493407	в договор контракт пошагово размещение реестр	2866	в внесение возможно график день извещение изменение план после публикация сколько через	0
497425	вкладыш для должный книжка кто купить трудовой	502210	и командировка однодневный оплата оформление	0
501997	платить псн сколько	497766	к корректировка ндс уменьшение	0
494367	аккредитация ита компания ли мочь отзывать	497143	в внесение график закупка изменение когда можно осуществлять план после	0
497114	график контрактный ли мочь план подписывать управляющий	497143	в график закупка когда осуществлять план после размещение	0
467651	взыскание вынесение неустойка о после претензия решение суд	483732	2022 4 9 за какой месяц по сдавать форма фсс	0
497508	военный заработок мобилизация на период средний	472663	криптовалюта на расход	0
465075	в дополнительный отпуск пвтр	497121	2020 год график заключение контракт план после утверждение	0
497141	график за куда на нарушение план платить публикация сайт срок штраф	465717	12 в где игк накладная ставить торг	0
498598	взнос занятие с спорт страховой	465717	2021 22 в игк платежный поле поручение	0
501390	2022 год застройщик на политика усна учетный	497857	алименты доход какой не с удерживать	0
482207	1 27 5 коап	511400	лист о оформление приказ путевой срок	0
500756	67 курсовой по разница фз	494367	it ооо получать статус	0
497096	график план производство работа	482207	1 1 4 коап ст	0
501334	кто отчет по прослеживаемость сдавать	497969	15 по расход усна	0
503982	г доход минус москва при расход ставка усна	505069	доход минус налог по при расход реквизит уплата усна	0
497992	6 аванс в доход ли минус можно на перечислять при расход расход усна усна	471523	2023 31 для до заявление март новый усна	0
496783	декларация есхн заполнение по порядок	500903	декларация нвос по	0
2866	1 2019 в внесение график день ждать изменение июль план после после сколько	494803	15 как ндфл посчитать	0
497538	иностранный книжка работник трудовой	497766	ндс объяснительный по уточненка	0
497143	график извещение план публикация	497121	график день изменение план утверждение	0
497858	50 аванс алименты как платить при	501997	2022 год патент расчет	0
497503	в какой кой мобилизация при ставить табель	482207	1 20 25 коап ст часть	0
502340	в декларация земля на налог по прибыль продажа	476458	доставлять ли накладной нужный поставщик товар транспортный	0
476553	как на о переход подавать уведомление усна	497766	корректировка ндс предоставлять ранее сведение	0
497096	2021 график и план пфхд связь	479076	кто нулевой рсв сдавать	0
505069	300000 доход минус налог рассчитать расход свыше усна	497766	декларация корректировочный ндс по сдача	0
484859	в декларация код налоговый ндс по	500816	документооборот знак парфюмерия по по честный	0
500310	аренда налог обеспечительный платеж по	494803	15 дивиденд зарплата и ндфл процент	0
491512	для единственный закупка извещение отменять поставщик у	497425	вкладыш и книжка трудовой	0
497138	в вносить график день до за изменение или календарный необходимо один план рабочий то	497121	график извещение план после размещение размещение срок	0
497425	в вкладыш кк книжка оформлять трудовой	477230	07 2019 26 54 от ред фз	0
501334	должный кто отчет подавать прослеживаемость товар	425933	взнос и ипать налог срок уплата	0
479144	4 в отчет срок фсс	497133	государственный график закупка план с тайна	0
500729	в валюта курсовой при продажа разница товар	475599	2022 год документ на образец охрана по труд	0
507486	3 заплатить заполнять как криптовалюта ндфл ндфл с чтобы	497478	заверение книжка продолжать работать трудовой	0
497108	без в внесение график заключать контракт план	495435	договор коллективный ли обязательно оформлять	0
458133	декларация косвенный налог по уплата	501390	в для политика строительство усна учетный	0
463716	болезнь больничный оплата по ребенок	465392	административный вычет на отпуск ребенок	0
497104	в график заполнять как ктра план	502544	больничный инвалид лист сотрудник	0
504540	алименты для красноярск минимум на прожиточный ребенок	497769	3 в восстановление декларация как ндс отражать раздел	0
497139	в внесение график еис изменение обоснование план	497141	без график за извещение какой план штраф	0
498812	в давность задолженность исковой истекший кредиторский налоговый с списание срок учет	463100	инвалид сотрудник тариф фсс	0
471767	безопасность инструктаж какой периодичность по повторный пожарный проводиться с	477230	05 2003 22 54 от фз	0
502336	земельный лицо ндфл продажа участок физический	497495	в военный на призыв расчет с связь служба сотрудник	0
497642	2023 в год лицо о персонифицировать сведение физ	497112	на основание план0график утверждать что	0
497101	553 график план пп	498597	бухгалтерский компенсация по проводка сотрудник фитнес	0
470825	2022 в год ипать регистрация	494805	15 для кбк ндфл перечисление	0
497096	2020 год график закупка и на план порядок утверждение формирование	476782	декларация получение сертификация	0
500310	на обеспечительный платеж таможня	497108	в график еис иметь кто план право размещать руководитель только	0
497138	график изменение план	500729	в валюта курсовой отражение при разница реализация	0
497139	2019 в внесение год график изменение о план приказ	465026	в выполнение доля закупка к минимальный нмцк обязательный порядок разъяснение расчет российский товар цель	0
497477	бумажный ведение книжка на носитель трудовой	463876	бизнес малый мораторий на налоговый проверка	0
498813	в задолженность кредиторский списание усна	494805	15 дивиденд для кбк ндфл с	0
497101	ведение график коронавирус план	498837	зачет инспекция на налог налоговый о переплата по прибыль решение срок	0
497110	быть в в график должно закупка закупка и идентично наименование объект план позиция	497769	9 восстановление декларация ндс ндс при приложение	0
472613	для доход код криптовалюта ндфл по	497496	мобилизация по призыв сотрудник	0
497425	в вкладыш книжка кто оплачивать трудовой	496791	больничный для лист размер ставка	0
497121	1 23 93 график и контракт п план по размещение срок ст ч	503982	в доход и расход рф ставка субъект усна	0
465074	в внесение изменение пвтр	495443	генератор политика учетный	0
497503	09 2022 21 в мобилизация от по призванный проставлять табель что	479076	заполнять как нулевой отсутствие при работник расчет рсв	0
479780	ипать кассовый книга факсимиле	497992	аванс год доход за ли минус на нужно платить прошлый расход убыток усна	0
504607	калькулятор налоговый пеня	497096	в включать график и как оказание оказание план при товар услуга услуга	0
503982	доход по расход ставка строительство усна	494428	зачет заявление налог о образец переплата по скачать	0
471765	инструктаж когда первичный проводить противопожарный	497425	в вкладыш заполнение заполнение книжка образец трудовой	0
497101	ведение график для закупка и нужда обеспечение план порядок рф субъект утверждение формирование	497858	аванс алименты выплата нужно перечислять при	0
497139	в внесение график единственный закупка и изменение о план поставщик приказ пример у	497121	в готовить график и какой кто план срок	0
478798	аванс бумажный в вид ли на нужно счет фактура хранить	497132	44 график или нет нулевой план по размещать фз	0
462637	брак иностранный по поставщик претензия	496996	арбитражный в доверенность на процесс участие	0
499887	ниокрый списание	2866	аукцион в вносить график данный если извещение изменение когда можно на на план позиция размещать электронный	0
500729	в валюта курсовой при разница расчет	497121	в график закупка какой можно план после проводить размещение срок	0
497866	алименты взамен взыскание компенсация молоко с	477230	2 54 9 п ст фз	0
498227	2020 6 ос переоценка	497138	в внесение график закупка извещение изменение когда можно план после размещать	0
497143	1095 аукцион в внесение график изменение план после размещение	2866	в внесение график извещение изменение когда можно план после размещать	0
512461	вместо как платежок подавать уведомление	497101	ведение график план правило	0
482698	агентский выставка договор и на оплата расход текущий	501009	2022 год за проводка сбор экологический	0
463717	больничный за лист отпуск оформляться по после ребенок уход	503982	доход минус по процентный расход ставка усна	0
497771	декларация ндс нулевой по поставщик сдавать	467989	акт в делать когда передаточный присоединение реорганизация форма	0
479778	кассовый книга ли можно на распечатывать черновик	497143	в внесение график закупка и изменение план размещение	0
476458	доставка накладной покупатель товар транспортный	496976	2022 в вправе вызывать год декларация если за запрашивать и инспекция ипать истекать камеральный ли налоговый налоговый налогоплательщик орган по по пояснение проведение проверка срок уже усна	0
501009	на налог об при прибыль расчет сбор учет экологический	501997	патент расчет стоимость	0
497858	аванс алименты с удерживать	482207	1 1 4 коап статья	0
497866	алименты денежный за компенсация ли можно молоко с удерживать	497108	без в график заключать закупка контракт план размещение	0
497137	в график заноситься какой кбк план	476782	в заявитель сертификация	0
470080	контрагент на однодневка проверка	500729	в валюта иностранный курсовой при разница расчет	0
497864	c алименты больничный	496664	автомобиль арендовать при ремонт усна	0
499816	бухучет порядок рыбный хозяйство	496996	в доверенность заседание на представительство судебный	0
504540	2022 для минимум прожиточный работник	494367	аккредитация ита компания ли мочь отзывать	0
500554	закон налог о область транспортный челябинский	497766	декларация налоговый ндс уточнять	0
501392	для и патентный политика система усна учетный	495031	зачет налог пеня переплата по проводка	0
500310	как обеспечительный платеж учитывать	497766	как корректировка на ндс отражать уменьшение	0
482207	1525 коап	502312	больничный бюджет в когда лист ндфл платить с	0
471764	безопасность вид инструктаж какой по пожарный	497969	в расход усна учитывать что	0
496963	1 2022 за квартал оплата усна	497143	бюджет в внесение график изменение план электронный	0
503982	2022 доход льготный минус на расход ставка усна	482873	01 07 2021 на образец с с услуга фактура	0
498812	давность задолженность исковой истекший кредиторский проводка с списание срок	462637	задолженность на оплата претензия	0
497143	аукцион в в внесение график извещение изменение план после размещение течение	471590	как об получать уведомление усна	0
497121	2020 в время год график должный какой на опубликовывать план течение	501762	2022году больничный в лист оплата	0
