FastAnswId	ShortAnswer
464517	При перенайме «новый» лизингополучатель рассчитывает стоимость права пользования активом –ППА и обязательство по лизингу. Для этого определите ставку дисконтированияна основании справедливой стоимости объекта на момент получения и платежей по договору.«Старый» лизингополучатель списывает с учета ППА и признает в прочих доходах сумму вознаграждения.Проводки по перенайму – в таблице выше.
453351	Спецоценка проводится на тех рабочих местах, на которых заняты работники. Если в компании есть вакантные рабочие места, то проведите СОУТ после того, как примете работников на такие рабочие места.
501476	Несчастные случаи напроизводстве оформите актом поформе Н-1, утвержденной вприложении 2к приказу Минтруда от20.04.2022 №223н. При оформлении акта используйте коды изклассификаторов в приложении №3к приказу Минтруда от20.04.2022 №223н. Акт составьте втрех экземплярах накаждого пострадавшего (ч.2ст.230ТК). Акт по форме Н-1не нужно оформлять, если комиссия признала случай несвязанным спроизводством.
413968	Компенсацию за неиспользованный отпуск и НДФЛ с нее включите в разделы 1 и 2в периоде выплаты. Дата получения дохода– день выплаты (подп. 1 п. 1 ст. 223 НК). Компенсация за отпуск – это не отпускные, поэтому перечислить НДФЛ нужно не позднее следующего рабочего дня после выплаты (п. 6 ст. 226 НК). В разделе 1 в поле 021 укажите следующий рабочий день после выплаты компенсации. В полях 110, 112 и 115 укажите сумму дохода, в полях 140 и 142 – исчисленный НДФЛ, а в поле 160 – удержанный.
453357	Спецоценка будет действовать бессрочно, если на рабочих местах не установили вредность, не было несчастных случаев, у работников не выявили профзаболеваний и инспектор ГИТ не нашел нарушений. В остальных случаях проводите СОУТ один раз в пять лет на вредных рабочих местах. В какой срок нужно проводить внеплановую СОУТ, читайте в материале.
482998	Минцифры утвердило список специальностей, рекомендованных для освобождения от мобилизации в аккредитованных компаниях из сферы ИТ и связи (приказ от 26.09.2022 № 712).Но специальность из списка и факт работы в аккредитованной ИТ-организации или в операторе связи сами по себе не дают права на освобождение от призыва. Необходимо также выполнять критически важные функции.С 27 сентября на «Госуслугах» заработалсервис для сбора сведенийо сотрудниках, которые не подлежат мобилизации.
511181	Продавец обязан выставить корректировочный счет-фактуру в течение пяти календарных дней с даты, когда согласует изменения с покупателем или уведомит его о них. Подтвердить согласие покупателя или факт его уведомления необходимо документально. Например, допсоглашениями к договору.
512741	Форма: бланк формы ПМ-пром «Сведения опроизводстве продукции малым предприятием» утвержденприказом Росстата от13.10.2021 №704. Код поОКУД— 0610010.Сроки сдачи: ежемесячно, непозднее 10-го рабочего дня после отчетного месяца.
467008	Отчет в ФСС об использовании взносов на случай травматизма на финансирование предупредительных мер сдают работодатели, которые получили от ФСС положительное решение о финансировании. Отчет сдайте по форме из письма ФСС от 17.09.2021 № 02-09-05/06-10-24447не позднее 15 декабря текущего годавместе с подтверждающими документами.В отчете нужно отразить согласованные с ФСС и фактические расходы по предупредительным мерам на случай травматизма.
426434	Декларация спецоценки действует бессрочно и продляется автоматически, если на рабочих местах установили оптимальные и допустимые условия труда, такжена нихне было изменений. В этом случае оформлять документы и уведомлять ГИТ о продлении не нужно. Можно оформить внутренний локальный акт. Он будет действовать внутри организации. Оформите приказ о продлении действия спецоценки. Утвердите этот акт комиссией по СОУТ и председателем комиссии.
420310	Зарплату, которую не выплатили на момент подачи расчета, в расчет 6-НДФЛ и справку не включайте. Сотрудник не получил доход в виде зарплаты и, возможно, не получит вовсе. После того как выплатите сотруднику депонированный доход, подайте уточненный расчет. НДФЛ перечислите в день, следующий за датой выдачи зарплаты (п. 6 ст. 226 НК).
474710	Наряд-допуск поработам навысоте оформите поформе2 (приложение 2к Правилам, утв. приказом Минтруда от16.11.2020 №782н). Кроме общих сведений, перечислите работы навысоте, которые будут выполнять сотрудники. Сотрудники понаряду-допуску, кроме ответственного исполнителя работ, должны иметь первую иболее группу побезопасности.
493856	Театры, музеи и библиотеки субъектовРФ имуниципальныхобразований с 1 января 2020 года вправе применять ставку по налогу на прибыль 0 процентов.Исключение – дивиденды и отдельные долговыеобязательства (п. 3 и 4 ст. 284 НК).С 1 января 2022 года нулевую ставку вправе применять муниципальные ДКи клубы. Правило не распространяется на учреждения в городах, поселках городского типа и в райцентрах. Исключение – райцентры, которые являются единственным населенным пунктом муниципального района.
512567	В фонд начисленной зарплаты для формы П-4 не включайте больничные, пособие по беременности и родам, по уходу за ребенком, при рождении ребенка, оплату дополнительных выходных по уходу за ребенком-инвалидом, матпомощь, оплату проездных документов, выходное пособие при расторжении трудового договора и т.п.
504593	Порядок уплаты НДФЛс выплат учредителямзависит от того, какой именно доход получает учредитель. Читайте в отдельных рекомендациях, как платить НДФЛ сдивидендов, действительнойстоимостидоли, зарплаты.
491349	Срок выплаты аванса менять необязательно. Выможете это сделать, если хотите сдвинуть срок уплаты НДФЛ саванса иполучить дополнительное время наподготовку уведомления. С2023 года налоговые агенты будут платить НДФЛ один раз вмесяц совсех выплаченных доходов. Месяцем вцелях удержания НДФЛ признается период с23-го числа одного месяца по22-е число следующего месяца, заисключением января идекабря.
511400	Срок действия путевого листа вы определяете самостоятельно. Порядок и сроки составления пропишите в своей учетной политике. Путевой лист можно оформить:на один день –при коротких рейсах в рамках одного дня;продолжительность рейса, если его длительность превышает один день;более продолжительный период, например на месяц или неделю, независимо от продолжительности рейса.
22218	Если стороны в договоре согласовали выплату компенсации на случай немотивированного отказа, то арендатору нужно заплатить арендодателю эту сумму. Такая обязанность появляется у арендатора после прекращения договора.
46402	Если на нерабочий день 24 июня выпал отпуск работника, то переносить или продлевать его не нужно.
46202	Если директора дисквалифицировали, это означает, что его привлекли к ответственности за нарушения в сфере охраны труда, банкрoтcтва, экoнoмичеcкoй и банкoвcкoй деятельнocти. Есть риск, что такой директор будет нарушать и условия договора. Убедиться, что руководитель контрагента не дисквалифицирован, можно с помощью сервиса на сайте ФНС.
490328	Отражайтеоперации с ГСМ в бухгалтерском и налоговом учете в зависимости от того, каким образом это топливо приобрели: по талонам, по топливным картам и за наличный расчет. Плюсы и минусы каждого из этих способов смотрите в справочнике.
508327	Организация должна опубликовать отчетность вслучаях, предусмотренных законодательством (п. 9ст. 13Закона от06.12.2011 №402-ФЗ). Так, обязаны публиковать свою годовую бухгалтерскую отчетность публичные акционерные общества. Это следует изпункта 1статьи 66.3 ипункта 6статьи 97ГК, атакже пункта 1.1 статьи 1истатьи 92Закона от26.12.1995 №208-ФЗ. Причем публиковать отчетность они должны вместе саудиторским заключением (п. 10ст. 13Закона от06.12.2011 №402-ФЗ).
472685	Стоимость основного средства, приобретенного НКО за счет средств от предпринимательской или уставной деятельности, можно учесть в расходах на УСН собъектом «доходы минус расходы» (подп. 1 п. 1, п. 3, 4 ст. 346.16 НК). Расходы на приобретение основного средства, полученного безвозмездно либо за счет целевых средств для уставной деятельности, признать в расходах на УСН нельзя(п. 4 ст. 346.16, п.1 и подп. 2 п. 2ст.256 НК).
507103	Отразите в форме СТД-Р данные оработодателе исотруднике, периоде его работы увас как работодателя исведения оподаче заявления оспособе ведения трудовой книжки. Вразделе сданными оработе приведите все сведения запериод работы сотрудника увас отприема доувольнения.
496922	Приостановить действие трудового договора нужно не только с сотрудником, которого мобилизовали по повестке. Также нужно приостановить трудовой договор, когда сотрудник заключил контракт о добровольном содействии в выполнении задач, возложенных на Вооруженные Силы РФ. Основанием для оформления приостановки договора будетуведомление о заключении с работником контракта о прохождении военной службы.
511586	Реквизит НДС в чеке не отражают пользователи, которые не являются плательщиками НДС, освобождены от НДС или прирасчетах за товары, работы, услуги, не подлежащие обложению НДС. Для остальных организаций и ИП ставка НДС – обязательный реквизит. Условные коды вместо ставок указывать нельзя (письмо Минфина от 06.08.2019 № 03-07-14/59232).
46400	Президент своим указом объявил 24 июня 2020 года нерабочим днем в связи с проведением военного парада и салюта ко Дню Победы. Чтобы проинформировать сотрудников, издайте приказ о нерабочем дне. Ознакомьте сотрудников с приказом любым удобным способом.
491512	Порядок, в котором заключите контракт с единственным поставщиком,определите самостоятельно.Публиковать извещение при закупке у едпоставщика не нужно. Исключение — закупка в электронной форме по части 12 статьи 93 Закона № 44-ФЗ (ч. 3, п. 3 ч. 12 ст. 93 Закона № 44-ФЗ).
498594	Компенсация сотрудникам оплаты занятий спортом в клубах и секциях в статье 217 НК не поименована. Следовательно, работодатель, который выплачивает такую компенсацию сотрудникам, признается налоговым агентом. Такой порядок следует из положений пункта 2 статьи 226 НК. Аналогичные разъяснения приведены в письмах Минфина от16.10.2019 № 03-01-10/79312,от 13.10.2017 №03-04-06/67116, от 01.12.2014№03-03-06/1/61234.
502003	Применять ПСН можно до тех пор, пока доходы от реализации товаров работ и услуг с начала календарного года не превысят 60 млн руб. (подп. 1 п. 6 ст. 346.45 НК). Когда ИП совмещает ПСН и УСН, в лимите доходов учитываютвыручку от обоих спецрежимов (п.6 ст.346.45 НК).Если ИП совмещает ПСН с общей системой или ЕСХН, в лимите доходов учитываютдоходы, которые относятся к деятельности на ПСН (письма Минфина от 25.12.2020 № 03-11-11/114302 и от 29.07.2020 № 03-11-11/66669).
502300	Пособие по временной нетрудоспособности, как и зарплата, –это объект налогообложения, который формируетналоговую базу по НДФЛ (подп. 6 п. 1 ст. 208, п. 1 ст. 209, п. 1 ст. 210, п. 1 ст. 217НК).Работодатель признается налоговым агентом и обязан исчислить, удержать из доходов и перечислить НДФЛ с сумм, которые выплачивает сотрудникам (п.1, 4 ст. 226 НК).
481524	Добавочный капитал организации можно использовать:при уценке основных средств и нематериальных активов;на пополнение нераспределенной прибыли (непокрытого убытка);при увеличении уставного капитала организации;для распределения между участниками, акционерами организации.
512013	Сотрудников, которые находятся в отпуске по уходу за ребенком до 1,5 лет, включитев строки 010 о численности в приложениях 1 и 2 к разделу 1. Сотрудники в «детских» отпусках остаются застрахованными лицами, поэтому в отчет их надо включить.
39792	Бухгалтерскую справку нужно составить для расчета суммы процентов, которую можно включить в расходы. Если у вас получен кредит (заем) по контролируемой задолженности, в налоговом учете можно учесть проценты в пределах лимита. Этот лимит нужно рассчитать и зафиксировать в справке.Справку оформите в произвольной форме с обязательными реквизитами первичного документа.
416037	Когда используете имущество в деятельности, которая облагается НДС, то входной налог по расходам будущих периодом можно принять к вычету сразу. Например, при приобретении программного обеспечения. Распределять налог на несколько периодов не обязательно, даже когда планируете использовать покупки в течение нескольких месяцев, кварталов или даже лет (письмо Минфина от 18.06.2021 № 03-03-06/1/48218).
421142	Новый ФСБУ 25/2018 кардинально изменил подходы кбухучету аренды. Поэтому арендодателю иарендатору при переходе настандарт необходимо внести изменения вучетную политику. Что прописать вучетной политике на2022 год поФСБУ 25/2018 поаренде— врекомендации.
478744	Бухучет транспортных расходов зависит от того, связаны они с приобретением, внутренним перемещением после приобретения или с продажей активов. В первом случае за некоторыми исключениями затраты формируют стоимость активов или капвложений. Расходы навнутренние перемещения учитывают в зависимости от их характера на счетах учета затрат или в себестоимости продаж. При продажах расходы на доставку учитывают как коммерческие или связанные с признанием дохода от доставки.
500816	Регистрация всистеме «Честный знак»– необходимое требование для всех участников оборота маркированной продукции. Ктаким участникам относят организации иИП, которые нетолько производят, ноипродают товары, подлежащие обязательной маркировке, – импортеры, дистрибьюторы, оптовики ирозничные магазины.Общие принципы работы смаркировкой закреплены в распоряжении Правительства от28.04.2018 №791-р.
507032	Если соискатель не предъявил при приеме на работу документы воинского учета, в частности, военный билет, то это не будет основанием для отказа в трудоустройстве. Однако такую информацию необходимо сообщить в военкомат. При этом соискатель вправе при приеме на работу предъявить временное удостоверение, которое выдают взамен военного билета (п. 18 положения, утв. постановлением Правительства от 27.11.2006 № 719).
425500	Как только ответственный работник узнал о микротравме работника, он начинает изучать обстоятельства и выясняет причины ее возникновения в течение трех календарных дней.
465543	Печать или штамп— необязательный реквизит. Ставить печать или штамп— решает сама организация или предприниматель. Вунифицированном бланке— форме № АО-1 нет специального места для печати (постановление Госкомстата от01.08.2001 №55). Всамостоятельно разработанной форме можно предусмотреть область для печати или штампа.
510858	В бухучете допустимо стоимость трудовых книжек и вкладышей к ним сразу отражать в прочих расходах. В составе запасов их отражать не нужно. Запасами считаются активы, потребляемые или продаваемые в рамках обычного операционного цикла организации, либо используемые в течение периода не более 12 месяцев (п. 3 ФСБУ 5/2019 «Запасы»). Трудовые книжки никем не потребляются. О том, что стоимость книжек и вкладышей, можно сразу списывать на расходы сказано и в Письме Минфина от 29.01.2008 № 07-05-06/18.
465041	Нет, нельзя. Заказчику нужно использовать метод сопоставимых рыночных цен как приоритетный, потому что поставка, монтаж и настройка оборудования не относятся к капитальному или текущему ремонту объекта капстроительства. При этом заказчик вправе направить запросы цены и приложить к ним требования к оборудованию и перечень работ.
482424	Обязанность применять ККТ зависит от того, как будет организована торговля навыставке, атакже отассортимента товаров. Так, ККТ обязательна, если торговлю навыставке ведете вмагазинах, павильонах идругих аналогично обустроенных торговых местах, обеспечивающих показ исохранность товара. При торговле вне таких мест ККТ необязательна, если товар невходит вспециальный перечень.
502004	ИП на патенте может получать оплату от организаций или населения как в наличной, так и в безналичной формах, причем даже из бюджетных средств. Форма расчетов с покупателями или заказчиками, источник оплаты товаров, работ, услуг, реализуемых предпринимателем, не влияет на возможность применять ПСН. Такие разъяснения даны в письмах Минфина от 08.12.2020 № 03-11-11/107053 и от 22.07.2019 № 03-11-11/54486.
511775	За отчетные периоды 2023 года 6-НДФЛ представляйте:– за I квартал– не позднее 25 апреля;– полугодие – не позднее 25 июля;– девять месяцев – не позднее 25октября;– по итогам года –не позднее 26февраля2024 года (перенос из-за выходных).
506560	При получении имущества влизинг компания отражает насчете 01«Основные средства» право пользования активом  — ППА. Ноэто неозначает, что ППА надо учитывать иамортизировать как основное средство. Учет будет зависеть отпредмета аренды, модели оценки ППА, условия договора— свыкупом или без. Кроме того, при расчете амортизации ППА надо учитывать порядок формирования ликвидационной стоимости актива.
24229	Компании, которые выдают сотрудникам спецодежду, устанавливают в приказе, кому и какие именно средства защиты выдают. Можно использовать типовые или установить собственные повышенные нормы. В приказе укажите конкретные должности, вид спецодежды или средств защиты и норму выдачи на год, месяц или иной период. Ф. И. О. сотрудников не указывайте, чтобы не переделывать приказ в случае увольнения или приема на работу нового сотрудника.
464136	Втаблице— все ставки НДПИ, действующие с1апреля 2020года. Коды полезных ископаемых прописаны вприложении 2к Порядку заполнения декларации поНДПИ, утвержденному приказом ФНС от20.12.2018 № ММВ-7-3/827 иписьме ФНС от14.11.2019 № СД-4-3/23165). Ставки по НДПИ за 2022 – 2021 годы – в рекомендации.
479142	Чтобы отчитаться повзносам натравматизм, представьте вФСС расчет поформе 4-ФСС. Врасчете есть обязательные листы, остальные можно незаполнять, если для них нет показателей. Сроки сдачи зависят оттого, каким способом представляете расчет. Запросрочку предусмотрен штраф. Врекомендации— как заполнить исдать 4-ФСС с примерами, атакже как уточнить расчет.
488183	Если угроза исполнения обязательств наступила из-за военной операции, ссылаться нафорс-мажор можно. Военные действия вцелом отвечают признакам форс-мажора изГК– чрезвычайность инепредотвратимость. ТПП тоже признает военные действия форс-мажором. Тем неменее просто факта военных действий недостаточно, чтобы ссылаться нанепреодолимую силу вотношениях слюбыми контрагентами. Ниже разобрали факторы, которые стоит учесть, если компания планирует ссылаться навоенные действия как форс-мажор.
499632	Сделайте запись о переводе в личной карточке. Для этого в графе 2 раздела III укажите отдел куда перевели сотрудника, в графе 3 – новую должность, а в графе 4 – оклад. В графе 5 внесите реквизиты приказа о переводе. С записью в личной карточке ознакомьте сотрудника под подпись (указания, утв. постановлением Госкомстата от 05.01.2004 № 1).
506635	Учет при продаже основных средств зависит отцены продажи, статуса покупателя ивида имущества. Покакой стоимости можно продать имущество, какие документы оформить, как начислить НДС,учесть продажу при расчете налогови отразить вбухучете, читайте врекомендации.
505747	Дебет 73 (76) Кредит 68 субсчет «Расчеты по НДФЛ»– удержан НДФЛ с суммы материальной помощи сотруднику (члену семьи сотрудника).
508629	Операции, связанные с начислением (вычетом) НДС по неподтвержденному экспорту, отразите в уточненных декларациях за период, в котором товары были отгружены. Для этих операций в декларации по НДС есть специальный раздел 6. Такие же правила действуют при неподтвержденном экспорте в страны ЕАЭС.
512757	Форма: форму 57-Т «Сведения о заработной плате работников по профессиям и должностям» в 2022 году не сдают.Сроки сдачи: один раз в два года, с 1-го рабочего дня после отчетного периода по 30 ноября (за октябрь). Ближайший раз – в 2023 году.
494767	Заявление понадобится, чтобы ИФНС правильно сформировала начальное сальдо ЕНС на 1 января 2023 года. Срок подачи заявления не установлен, но сверку стоит провести в ноябре–декабре 2022 года, чтобы устранить возможные расхождения с ИФНС до 1 января 2023 года. Рекомендованную форму заявления на сверку ФНС направила письмом от 28.10.2020 № АБ-4-19/17644.
507298	Работник имеет право уволиться по собственному желанию в период отпуска, в том числе который предоставили авансом. По общему правилу сотрудник обязан предупредить работодателя об увольнении не менее чем за две недели. Дата увольнения может приходиться как на период отпуска, так и может быть раньше даты, когда заканчивается отпуск (ст. 80 ТК).
501538	При исчислении налога при УСН не учитывают доходы, предусмотренные статьей 251 НК (подп. 1 п. 1.1 ст. 346.15 НК). Возмещения, которые страхователь получает из ФСС, в статье 251НК не указаны. Но в доходах при УСН нужно учесть только те поступления, при которых у налогоплательщика возникает экономическая выгода (ст. 41 НК).
508616	Налоговые агенты наОСНО вправе принять квычету НДС строго вопределенных случаях. Например, когда приобретают товары, работы, услуги уиностранных лиц, указанных в пункте1статьи161НК, или арендуют госимущество уорганов госвласти. Право навычет возникает втом налоговом периоде, вкотором соблюдены два условия (п.3ст.171, п.1ст.172НК). Переносить налоговому агенту вычет НДС наследующие кварталы рискованно.
16962	Внутренний документ должен устанавливать: 1) как сообщить участникам повестку дня; 2) как участники могут внести свои вопросы; 3) как ознакомить участников с материалами для голосования; 4) в какой срок оканчивается голосование.
509636	Патент иностранному гражданину выдают на срок от 1 до 12 месяцев (п. 5 ст. 13.3 Закона от 25.07.2002 № 115-ФЗ). Исключение – граждане Республики Таджикистан. Им патент могут выдавать сроком действия до трех лет.
471511	Доходы вуведомлении о переходе на УСН –этопоступления от реализации и внереализационные доходы,рассчитанные нарастающим итогом за 9 месяцев текущего года.Лимит доходов для перехода на УСН ежегодно меняется с учетом коэффициента-дефлятора на текущий год. Перейти на УСН с 2023 года могут организации, у которых доходы за девять месяцев 2022 года не больше 123 300 000 руб. (112 500 000 руб. с коэффициентом-дефлятором на 2022 год – 1,096).
45790	Полугодовую и квартальную премиинужно учесть при расчете отпускных, если они являются вознаграждением за труд и установлены в трудовом договоре или локальном нормативном акте организации. Например, в положении об оплате труда. При расчете важно проверить момент начисления премий, их количество и порядокрасчета.
416036	Расходы будущих периодов – это затраты, которые произведены в одно время, но относятся к другому,их нельзя учесть как ОС или НМА.Вбухгалтерском учете такие расходы отражают насчете 97. Врекомендации– какие затраты относят красходам будущих периодов икак ихучесть вбухгалтерском иналоговом учете.
500308	Перечисленный обеспечительный платеж в доходах и расходах не учитывайте. Он по своей сути выполняет роль залога. Для учета обеспечительного платежа используйте счет 76«Расчеты с разными дебиторами и кредиторами» с одновременным отражением суммы платежа за балансом.
490485	Восстановите налог всумме, которую организация приняла квычету. Подтвердит эту сумму счет-фактура поставщика, аесли оннесохранился— бухгалтерская справка. Эти документы зарегистрируйте вкниге продаж втом квартале, когда передали имущество. Кроме того, сумму восстановленного НДС укажите вакте приема-передачи. Наосновании акта дочерняя организация примет эту сумму квычету (если имущество будет использоваться вдеятельности, облагаемой НДС).
42010	Все работодатели обязаны выплачивать зарплату не реже чем каждые полмесяца. Зарплату платите не позднее 15-го числа после окончания периода, за который ее начислили (ч. 6 ст. 136 ТК). То есть крайний срок аванса – 30-е число текущего месяца, а для зарплаты – 15-е число следующего месяца.Конкретные сроки определите в Правилах трудового распорядка или трудовом договоре.
419745	На расчет УСН не влияют представительские расходы. При объекте налогообложения «доходы» расходы вообще не учитываются (п. 1 ст. 346.18 НК).В организациях, которые платят УСН с разницы между доходами и расходами, представительские расходы не учитывают, так как этот вид расходов отсутствует в закрытом перечне, приведенном в пункте 1 статьи 346.16 НК.
508173	Разместите отчет о закупках у СМП в ЕИС до 1 апреля. Опаздывать нельзя, иначе ответственного сотрудника оштрафуют. Последний день размещения – 31 марта включительно. Если 31 марта – нерабочий день, разместите в ближайший рабочий день (ч. 4 ст. 30 Закона № 44-ФЗ, письмо Минэкономразвития № ОГ-Д28-6777).
511115	Порядок приема жителя ЛНР, ДНР, Херсонской иЗапорожской областей зависит отгражданства. Если сотрудник— гражданин России, онпредъявит паспорт гражданина РФ. Если паспорт наоформлении, сотрудник может предъявить временное удостоверение поформе, утвержденной в приложении 6к приказу МВД от16.11.2020 №773 (абз.2ч.1ст.65ТК). Если соискатель сохранил украинское гражданство ипредъявил паспорт гражданина Украины, оформите его наработу как иностранца (ст. 68, 327.1, 327.2ТК).
480787	Специальных правил ведения раздельного учета в НК нет. Их следует разработать самостоятельно и закрепить в учетной политике. В документе пропишите любую экономически обоснованную методику раздельного учета, которая позволяет достоверно определить все необходимые показатели (абз. 4 п. 4 ст. 170 НК, письмо УФНС по Москве от 11.03.2010 № 16-15/25433).
18213	Счет-фактуру на полученный аванс составляйте по типовой форме, утвержденной постановлением Правительства от 26.12.2011 № 1137. Счета-фактуры можно оформлять и на бумаге, и в электронном виде. Электронный счет-фактуру составляют по формату, который утвержден приказом ФНС от 19.12.2018 № ММВ-7-15/820.Авансовый счет-фактуру нужно выставить в течение пяти календарных дней со дня получения предоплаты (полной или частичной) в счет предстоящих поставок. Скачайте образец счета-фактуры на аванс.
